alert,felt,mag,magType,place,time,title,tsunami,type,parsed_place
,,0.9,ml,"71km W of Cantwell, Alaska",,"M 0.9 - 71km W of Cantwell, Alaska",0,earthquake, Alaska
,,0.8,ml,"8km NE of Aguanga, CA",,"M 0.8 - 8km NE of Aguanga, CA",0,earthquake, CA
,,1.7,ml,"85km W of Willow, Alaska",,"M 1.7 - 85km W of Willow, Alaska",0,earthquake, Alaska
,,2.26,ml,"8km ENE of Aguanga, CA",,"M 2.3 - 8km ENE of Aguanga, CA",0,earthquake, CA
,,1.0,ml,"91km NW of Cape Yakataga, Alaska",,"M 1.0 - 91km NW of Cape Yakataga, Alaska",0,earthquake, Alaska
,,1.6,ml,"75km SSW of Kaktovik, Alaska",,"M 1.6 - 75km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,-0.1,ml,"58km NNW of Pahrump, Nevada",,"M -0.1 - 58km NNW of Pahrump, Nevada",0,earthquake, Nevada
,,1.2,ml,"140km WNW of Arctic Village, Alaska",,"M 1.2 - 140km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.6,ml,"89km NW of Arctic Village, Alaska",,"M 1.6 - 89km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.34,md,"14km NE of San Simeon, CA",,"M 1.3 - 14km NE of San Simeon, CA",0,earthquake, CA
,,0.82,ml,"11km W of Niland, CA",,"M 0.8 - 11km W of Niland, CA",0,earthquake, CA
,,3.03,md,"100km NNE of Punta Cana, Dominican Republic",,"M 3.0 - 100km NNE of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,3.2,md,"111km NNE of Punta Cana, Dominican Republic",,"M 3.2 - 111km NNE of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,1.9,ml,"71km SSW of Redoubt Volcano, Alaska",,"M 1.9 - 71km SSW of Redoubt Volcano, Alaska",0,earthquake, Alaska
,,1.1,ml,"13km NNE of Willow, Alaska",,"M 1.1 - 13km NNE of Willow, Alaska",0,earthquake, Alaska
,,-0.49,ml,"41km ENE of Adak, Alaska",,"M -0.5 - 41km ENE of Adak, Alaska",0,earthquake, Alaska
,,3.28,md,"84km NNE of Punta Cana, Dominican Republic",,"M 3.3 - 84km NNE of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,2.0,ml,"101km ENE of Kodiak, Alaska",,"M 2.0 - 101km ENE of Kodiak, Alaska",0,earthquake, Alaska
,,1.0,ml,"42km SE of Glennallen, Alaska",,"M 1.0 - 42km SE of Glennallen, Alaska",0,earthquake, Alaska
,,1.86,md,"3km SE of Pahala, Hawaii",,"M 1.9 - 3km SE of Pahala, Hawaii",0,earthquake, Hawaii
,,0.88,md,"3km NW of The Geysers, CA",,"M 0.9 - 3km NW of The Geysers, CA",0,earthquake, CA
,,2.2,ml,"78km SSW of Kaktovik, Alaska",,"M 2.2 - 78km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.5,ml,"39km W of Anchor Point, Alaska",,"M 1.5 - 39km W of Anchor Point, Alaska",0,earthquake, Alaska
,,-0.78,ml,"99km ESE of King Salmon, Alaska",,"M -0.8 - 99km ESE of King Salmon, Alaska",0,earthquake, Alaska
,,1.8,ml,"30km SW of Tanaga Volcano, Alaska",,"M 1.8 - 30km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.8,ml,"3km W of Volcano, Hawaii",,"M 1.8 - 3km W of Volcano, Hawaii",0,earthquake, Hawaii
,,0.36,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.13,ml,"8km WNW of Junction, Utah",,"M 1.1 - 8km WNW of Junction, Utah",0,earthquake, Utah
,,2.3,ml,"31km SW of Tanaga Volcano, Alaska",,"M 2.3 - 31km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,1.0,2.35,ml,"3km W of Volcano, Hawaii",,"M 2.4 - 3km W of Volcano, Hawaii",0,earthquake, Hawaii
,,2.8,ml,"111km NNW of Arctic Village, Alaska",,"M 2.8 - 111km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,-0.3,ml,"38km SSE of Goldfield, Nevada",,"M -0.3 - 38km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,1.4,ml,"93km NNW of Arctic Village, Alaska",,"M 1.4 - 93km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.7,ml,"38km SSE of Goldfield, Nevada",,"M 0.7 - 38km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,0.2,ml,"42km SE of Warm Springs, Nevada",,"M 0.2 - 42km SE of Warm Springs, Nevada",0,earthquake, Nevada
,,2.9,ml,"108km NNW of Arctic Village, Alaska",,"M 2.9 - 108km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.3,ml,"16km NNW of Whittier, Alaska",,"M 2.3 - 16km NNW of Whittier, Alaska",0,earthquake, Alaska
,,2.1,ml,"145km NNW of Chirikof Island, Alaska",,"M 2.1 - 145km NNW of Chirikof Island, Alaska",0,earthquake, Alaska
,,2.3,ml,"109km NNW of Arctic Village, Alaska",,"M 2.3 - 109km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.0,ml,"94km NNW of Arctic Village, Alaska",,"M 2.0 - 94km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.12,ml,"9km ENE of Aguanga, CA",,"M 0.1 - 9km ENE of Aguanga, CA",0,earthquake, CA
,,2.4,ml,"28km SW of Tanaga Volcano, Alaska",,"M 2.4 - 28km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.9,ml,"95km NNW of Arctic Village, Alaska",,"M 2.9 - 95km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.84,ml,"11km N of Packwood, Washington",,"M 1.8 - 11km N of Packwood, Washington",0,earthquake, Washington
,,1.2,ml,"23km SE of Cohoe, Alaska",,"M 1.2 - 23km SE of Cohoe, Alaska",0,earthquake, Alaska
,,4.6,mb,"156km ENE of Nago, Japan",,"M 4.6 - 156km ENE of Nago, Japan",0,earthquake, Japan
,,1.9,ml,"72km SSW of Kaktovik, Alaska",,"M 1.9 - 72km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.9,ml,"88km NNW of Arctic Village, Alaska",,"M 1.9 - 88km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.53,ml,"10km SW of Anza, CA",,"M 0.5 - 10km SW of Anza, CA",0,earthquake, CA
,,0.58,md,"24km NE of West Yellowstone, Montana",,"M 0.6 - 24km NE of West Yellowstone, Montana",0,earthquake, Montana
,,1.6,ml,"117km NNW of Arctic Village, Alaska",,"M 1.6 - 117km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.75,md,"15km SE of Mammoth Lakes, CA",,"M 0.8 - 15km SE of Mammoth Lakes, CA",0,earthquake, CA
,,1.2,ml,"90km SE of Whittier, Alaska",,"M 1.2 - 90km SE of Whittier, Alaska",0,earthquake, Alaska
,,0.46,ml,"9km NE of Aguanga, CA",,"M 0.5 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.56,ml,"10km NE of Aguanga, CA",,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.56,ml,"10km NE of Aguanga, CA",,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake, CA
,,-0.67,ml,"13km W of Akutan, Alaska",,"M -0.7 - 13km W of Akutan, Alaska",0,earthquake, Alaska
,,0.63,md,"6km NW of The Geysers, CA",,"M 0.6 - 6km NW of The Geysers, CA",0,earthquake, CA
,,2.6,ml,"86km NNW of Arctic Village, Alaska",,"M 2.6 - 86km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.62,ml,"8km NE of Aguanga, CA",,"M 1.6 - 8km NE of Aguanga, CA",0,earthquake, CA
,,0.86,ml,"16km SE of Lincoln, Montana",,"M 0.9 - 16km SE of Lincoln, Montana",0,earthquake, Montana
,,2.2,ml,"25km SW of Tanaga Volcano, Alaska",,"M 2.2 - 25km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.65,ml,"6km WNW of Calimesa, CA",,"M 0.7 - 6km WNW of Calimesa, CA",0,earthquake, CA
,,1.8,ml,"31km SW of Tanaga Volcano, Alaska",,"M 1.8 - 31km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.1,ml,"30km SW of Tanaga Volcano, Alaska",,"M 2.1 - 30km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.27,ml,"94km SE of King Salmon, Alaska",,"M 0.3 - 94km SE of King Salmon, Alaska",0,earthquake, Alaska
,,2.15,ml,"7km W of Calimesa, CA",,"M 2.2 - 7km W of Calimesa, CA",0,earthquake, CA
,,2.9,ml,"108km NNW of Arctic Village, Alaska",,"M 2.9 - 108km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.37,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.6,ml,"55km WSW of Alamo, Nevada",,"M 0.6 - 55km WSW of Alamo, Nevada",0,earthquake, Nevada
,,2.3,ml,"54km W of Anchorage, Alaska",,"M 2.3 - 54km W of Anchorage, Alaska",0,earthquake, Alaska
,,4.8,mb,Kuril Islands,,M 4.8 - Kuril Islands,0,earthquake,
green,,5.7,mww,East of the South Sandwich Islands,,M 5.7 - East of the South Sandwich Islands,0,earthquake,
,9.0,5.2,mb,"28km W of Methoni, Greece",,"M 5.2 - 28km W of Methoni, Greece",0,earthquake, Greece
,,-0.17,ml,"21km W of Dutch Harbor, Alaska",,"M -0.2 - 21km W of Dutch Harbor, Alaska",0,earthquake, Alaska
,,2.0,ml,"28km SW of Tanaga Volcano, Alaska",,"M 2.0 - 28km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.5,ml,"118km NNW of Arctic Village, Alaska",,"M 1.5 - 118km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.0,ml,"77km NE of Kodiak, Alaska",,"M 2.0 - 77km NE of Kodiak, Alaska",0,earthquake, Alaska
,,0.24,ml,"10km NE of Aguanga, CA",,"M 0.2 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.12,md,"5km W of Templeton, CA",,"M 1.1 - 5km W of Templeton, CA",0,earthquake, CA
,,3.03,md,"149km NNE of Punta Cana, Dominican Republic",,"M 3.0 - 149km NNE of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,1.7,ml,"57km NNE of Chitina, Alaska",,"M 1.7 - 57km NNE of Chitina, Alaska",0,earthquake, Alaska
,,2.5,ml,"81km WNW of Yakutat, Alaska",,"M 2.5 - 81km WNW of Yakutat, Alaska",0,earthquake, Alaska
,,0.07,ml,"58km NNE of Chitina, Alaska",,"M 0.1 - 58km NNE of Chitina, Alaska",0,earthquake, Alaska
,,-0.48,ml,"57km NNE of Chitina, Alaska",,"M -0.5 - 57km NNE of Chitina, Alaska",0,earthquake, Alaska
,,-0.56,ml,"58km NNE of Chitina, Alaska",,"M -0.6 - 58km NNE of Chitina, Alaska",0,earthquake, Alaska
,,1.8,ml,"33km SSW of Tanaga Volcano, Alaska",,"M 1.8 - 33km SSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,-0.35,ml,"58km NNE of Chitina, Alaska",,"M -0.4 - 58km NNE of Chitina, Alaska",0,earthquake, Alaska
,,1.3,ml,"83km NW of Nikiski, Alaska",,"M 1.3 - 83km NW of Nikiski, Alaska",0,earthquake, Alaska
,,-0.16,ml,"58km NNE of Chitina, Alaska",,"M -0.2 - 58km NNE of Chitina, Alaska",0,earthquake, Alaska
,,2.2,ml,"32km SW of Tanaga Volcano, Alaska",,"M 2.2 - 32km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.88,md,"20km E of Alum Rock, CA",,"M 0.9 - 20km E of Alum Rock, CA",0,earthquake, CA
,,1.6,ml,"31km SW of Tanaga Volcano, Alaska",,"M 1.6 - 31km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.29,ml,"9km NE of Aguanga, CA",,"M 0.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.14,ml,"6km ESE of Valle Vista, CA",,"M 0.1 - 6km ESE of Valle Vista, CA",0,earthquake, CA
,,2.1,ml,"62km SE of Adak, Alaska",,"M 2.1 - 62km SE of Adak, Alaska",0,earthquake, Alaska
,,0.45,ml,"16km NE of Little Lake, CA",,"M 0.5 - 16km NE of Little Lake, CA",0,earthquake, CA
,,4.2,mb,"11km S of Shari-i-Tajan, Iran",,"M 4.2 - 11km S of Shari-i-Tajan, Iran",0,earthquake, Iran
,,2.3,ml,"30km SW of Tanaga Volcano, Alaska",,"M 2.3 - 30km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.0,ml,"107km W of Cantwell, Alaska",,"M 1.0 - 107km W of Cantwell, Alaska",0,earthquake, Alaska
,,-0.1,ml,"10km SE of Dollar Point, California",,"M -0.1 - 10km SE of Dollar Point, California",0,earthquake, California
,,1.1,ml,"84km WNW of Cape Yakataga, Alaska",,"M 1.1 - 84km WNW of Cape Yakataga, Alaska",0,earthquake, Alaska
,,0.53,ml,"9km NE of Aguanga, CA",,"M 0.5 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.06,ml,"9km NE of Aguanga, CA",,"M 0.1 - 9km NE of Aguanga, CA",0,earthquake, CA
,,2.01,ml,"47km SE of Hope, Canada",,"M 2.0 - 47km SE of Hope, Canada",0,earthquake, Canada
,,0.49,ml,"9km NE of Aguanga, CA",,"M 0.5 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.7,ml,"37km SSW of Tanaga Volcano, Alaska",,"M 1.7 - 37km SSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.3,ml,"123km SE of Cold Bay, Alaska",,"M 2.3 - 123km SE of Cold Bay, Alaska",0,earthquake, Alaska
,,2.1,ml,"31km SW of Tanaga Volcano, Alaska",,"M 2.1 - 31km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.96,md,"25km S of Pahala, Hawaii",,"M 2.0 - 25km S of Pahala, Hawaii",0,earthquake, Hawaii
,,1.4,ml,"18km ENE of Nikiski, Alaska",,"M 1.4 - 18km ENE of Nikiski, Alaska",0,earthquake, Alaska
,,0.73,ml,"8km NE of Aguanga, CA",,"M 0.7 - 8km NE of Aguanga, CA",0,earthquake, CA
,,1.37,ml,"3km S of San Bernardino, CA",,"M 1.4 - 3km S of San Bernardino, CA",0,earthquake, CA
,,1.9,ml,"34km SW of Tanaga Volcano, Alaska",,"M 1.9 - 34km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.5,ml,"75km WSW of Cantwell, Alaska",,"M 2.5 - 75km WSW of Cantwell, Alaska",0,earthquake, Alaska
,,1.2,ml,"47km NNW of Valdez, Alaska",,"M 1.2 - 47km NNW of Valdez, Alaska",0,earthquake, Alaska
,,2.26,md,"95km NE of Miches, Dominican Republic",,"M 2.3 - 95km NE of Miches, Dominican Republic",0,earthquake, Dominican Republic
,,1.7,ml,"32km SSW of Tanaga Volcano, Alaska",,"M 1.7 - 32km SSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.7,ml,"30km SW of Tanaga Volcano, Alaska",,"M 1.7 - 30km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.79,md,"45km N of Punta Cana, Dominican Republic",,"M 2.8 - 45km N of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,1.0,ml,"21km SSW of Talkeetna, Alaska",,"M 1.0 - 21km SSW of Talkeetna, Alaska",0,earthquake, Alaska
,,-0.3,ml,"11km SSE of Kings Beach, California",,"M -0.3 - 11km SSE of Kings Beach, California",0,earthquake, California
,,1.6,ml,"76km WNW of Skagway, Alaska",,"M 1.6 - 76km WNW of Skagway, Alaska",0,earthquake, Alaska
,,1.25,ml,"14km ESE of Lincoln, Montana",,"M 1.3 - 14km ESE of Lincoln, Montana",0,earthquake, Montana
,,1.9,ml,"13km ESE of Lincoln, Montana",,"M 1.9 - 13km ESE of Lincoln, Montana",0,earthquake, Montana
,,2.0,ml,"85km SW of Kaktovik, Alaska",,"M 2.0 - 85km SW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.53,ml,"11km NE of Aguanga, CA",,"M 0.5 - 11km NE of Aguanga, CA",0,earthquake, CA
,,1.1,ml,"16km WSW of Big Lake, Alaska",,"M 1.1 - 16km WSW of Big Lake, Alaska",0,earthquake, Alaska
,,3.08,md,"91km N of Punta Cana, Dominican Republic",,"M 3.1 - 91km N of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,1.1,ml,"38km E of Healy, Alaska",,"M 1.1 - 38km E of Healy, Alaska",0,earthquake, Alaska
,,-0.1,ml,"29km ENE of Beatty, Nevada",,"M -0.1 - 29km ENE of Beatty, Nevada",0,earthquake, Nevada
,,4.9,mb,"103km NE of Bristol Island, South Sandwich Islands",,"M 4.9 - 103km NE of Bristol Island, South Sandwich Islands",0,earthquake, South Sandwich Islands
,,1.5,ml,"44km NNW of Kodiak Station, Alaska",,"M 1.5 - 44km NNW of Kodiak Station, Alaska",0,earthquake, Alaska
,,0.9,ml,"59km WNW of Valdez, Alaska",,"M 0.9 - 59km WNW of Valdez, Alaska",0,earthquake, Alaska
,,0.24,md,"1km ESE of Mammoth Lakes, CA",,"M 0.2 - 1km ESE of Mammoth Lakes, CA",0,earthquake, CA
,,2.5,ml,"297km SE of Kodiak, Alaska",,"M 2.5 - 297km SE of Kodiak, Alaska",0,earthquake, Alaska
,,1.0,ml,"47km ENE of Cape Yakataga, Alaska",,"M 1.0 Ice Quake - 47km ENE of Cape Yakataga, Alaska",0,ice quake, Alaska
,,0.27,ml,"8km ENE of Aguanga, CA",,"M 0.3 - 8km ENE of Aguanga, CA",0,earthquake, CA
,,1.7,ml,"142km WNW of Arctic Village, Alaska",,"M 1.7 - 142km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,3.1,ml,"28km SW of Tanaga Volcano, Alaska",,"M 3.1 - 28km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.3,ml,"68km SSW of Kobuk, Alaska",,"M 1.3 - 68km SSW of Kobuk, Alaska",0,earthquake, Alaska
,,3.0,ml,"253km SE of Kodiak, Alaska",,"M 3.0 - 253km SE of Kodiak, Alaska",0,earthquake, Alaska
,,0.29,md,"11km E of Mammoth Lakes, CA",,"M 0.3 - 11km E of Mammoth Lakes, CA",0,earthquake, CA
,,0.9,ml,"26km N of Sutton-Alpine, Alaska",,"M 0.9 - 26km N of Sutton-Alpine, Alaska",0,earthquake, Alaska
,,0.61,ml,"12km NE of Coachella, CA",,"M 0.6 - 12km NE of Coachella, CA",0,earthquake, CA
,,0.08,md,"42km N of Seeley Lake, Montana",,"M 0.1 - 42km N of Seeley Lake, Montana",0,earthquake, Montana
,,1.8,ml,"29km SW of Tanaga Volcano, Alaska",,"M 1.8 - 29km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,1.0,1.73,md,"4km NNW of Canyondam, CA",,"M 1.7 - 4km NNW of Canyondam, CA",0,earthquake, CA
,,4.0,mb,"104km NW of Vinchina, Argentina",,"M 4.0 - 104km NW of Vinchina, Argentina",0,earthquake, Argentina
,,1.2,ml,"101km NW of Arctic Village, Alaska",,"M 1.2 - 101km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.66,md,"4km NNE of Pinnacles, CA",,"M 0.7 - 4km NNE of Pinnacles, CA",0,earthquake, CA
,,2.3,mb_lg,"2km NE of Langston, Oklahoma",,"M 2.3 - 2km NE of Langston, Oklahoma",0,earthquake, Oklahoma
,,2.7,ml,"294km SE of Kodiak, Alaska",,"M 2.7 - 294km SE of Kodiak, Alaska",0,earthquake, Alaska
,,0.19,ml,"7km NNE of Little Lake, CA",,"M 0.2 - 7km NNE of Little Lake, CA",0,earthquake, CA
,,0.6,ml,"35km SSW of Alamo, Nevada",,"M 0.6 - 35km SSW of Alamo, Nevada",0,earthquake, Nevada
,,1.5,ml,"91km WNW of Arctic Village, Alaska",,"M 1.5 - 91km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,3.0,ml,"64km SSW of Kaktovik, Alaska",,"M 3.0 - 64km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.8,ml,"71km ENE of Cantwell, Alaska",,"M 1.8 - 71km ENE of Cantwell, Alaska",0,earthquake, Alaska
,,1.3,ml,"6km S of Willow, Alaska",,"M 1.3 - 6km S of Willow, Alaska",0,earthquake, Alaska
,,1.6,ml,"88km SW of Kaktovik, Alaska",,"M 1.6 - 88km SW of Kaktovik, Alaska",0,earthquake, Alaska
,,2.0,ml,"27km SW of Tanaga Volcano, Alaska",,"M 2.0 - 27km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.5,ml,"84km NW of Nikiski, Alaska",,"M 0.5 - 84km NW of Nikiski, Alaska",0,earthquake, Alaska
,,1.06,ml,"14km ESE of Lincoln, Montana",,"M 1.1 - 14km ESE of Lincoln, Montana",0,earthquake, Montana
,,1.0,ml,"36km W of Willow, Alaska",,"M 1.0 - 36km W of Willow, Alaska",0,earthquake, Alaska
,,1.9,ml,"30km SW of Tanaga Volcano, Alaska",,"M 1.9 - 30km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.26,md,"2km W of Round Valley, CA",,"M 1.3 - 2km W of Round Valley, CA",0,earthquake, CA
,,0.35,ml,"9km ENE of Aguanga, CA",,"M 0.4 - 9km ENE of Aguanga, CA",0,earthquake, CA
,,1.5,ml,"66km WSW of Kobuk, Alaska",,"M 1.5 - 66km WSW of Kobuk, Alaska",0,earthquake, Alaska
,,2.4,ml,"31km SSW of Tanaga Volcano, Alaska",,"M 2.4 - 31km SSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.0,ml,"26km SW of Tanaga Volcano, Alaska",,"M 2.0 - 26km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.44,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.21,ml,"33km E of Castle Rock, Washington",,"M 0.2 - 33km E of Castle Rock, Washington",0,earthquake, Washington
,,2.9,ml,"30km SW of Tanaga Volcano, Alaska",,"M 2.9 - 30km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,4.8,mb,"48km SSW of Tanaga Volcano, Alaska",,"M 4.8 - 48km SSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.3,ml,"22km N of Sutton-Alpine, Alaska",,"M 1.3 - 22km N of Sutton-Alpine, Alaska",0,earthquake, Alaska
,,2.0,ml,"131km NW of Arctic Village, Alaska",,"M 2.0 - 131km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.4,ml,"111km NNW of Arctic Village, Alaska",,"M 1.4 - 111km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.18,ml,"9km WSW of Aguanga, CA",,"M 1.2 - 9km WSW of Aguanga, CA",0,earthquake, CA
,,0.81,ml,"11km NE of Borrego Springs, CA",,"M 0.8 - 11km NE of Borrego Springs, CA",0,earthquake, CA
,,1.48,md,"22km SW of Toms Place, CA",,"M 1.5 - 22km SW of Toms Place, CA",0,earthquake, CA
,,5.1,mb,"117km N of Saumlaki, Indonesia",,"M 5.1 - 117km N of Saumlaki, Indonesia",1,earthquake, Indonesia
,,0.46,ml,"79km SE of King Salmon, Alaska",,"M 0.5 - 79km SE of King Salmon, Alaska",0,earthquake, Alaska
,,1.4,ml,"67km W of Anchor Point, Alaska",,"M 1.4 - 67km W of Anchor Point, Alaska",0,earthquake, Alaska
,,0.9,ml,"12km E of Willow, Alaska",,"M 0.9 - 12km E of Willow, Alaska",0,earthquake, Alaska
,,0.96,md,"3km E of The Geysers, CA",,"M 1.0 - 3km E of The Geysers, CA",0,earthquake, CA
,,1.64,ml,"47km SSW of San Clemente, CA",,"M 1.6 - 47km SSW of San Clemente, CA",0,earthquake, CA
,,0.6,ml,"31km E of Anchorage, Alaska",,"M 0.6 - 31km E of Anchorage, Alaska",0,earthquake, Alaska
,,0.5,ml,"8km SE of Johnson Lane, Nevada",,"M 0.5 - 8km SE of Johnson Lane, Nevada",0,earthquake, Nevada
,,1.2,ml,"111km W of Talkeetna, Alaska",,"M 1.2 - 111km W of Talkeetna, Alaska",0,earthquake, Alaska
,,-0.4,ml,"51km NW of Beatty, Nevada",,"M -0.4 - 51km NW of Beatty, Nevada",0,earthquake, Nevada
,,1.3,ml,"74km NNW of Cape Yakataga, Alaska",,"M 1.3 - 74km NNW of Cape Yakataga, Alaska",0,earthquake, Alaska
,,1.2,ml,"78km W of Cantwell, Alaska",,"M 1.2 - 78km W of Cantwell, Alaska",0,earthquake, Alaska
,,1.68,ml,"49km SW of Nikolski, Alaska",,"M 1.7 - 49km SW of Nikolski, Alaska",0,earthquake, Alaska
,,1.7,ml,"102km NNW of Arctic Village, Alaska",,"M 1.7 - 102km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,4.3,mb,"16km NNE of Loboniki, Indonesia",,"M 4.3 - 16km NNE of Loboniki, Indonesia",0,earthquake, Indonesia
,,1.5,ml,"15km WSW of Talkeetna, Alaska",,"M 1.5 - 15km WSW of Talkeetna, Alaska",0,earthquake, Alaska
,,0.9,ml,"6km NNE of Beaumont, CA",,"M 0.9 - 6km NNE of Beaumont, CA",0,earthquake, CA
,,1.51,ml,"13km S of Riverbend, Washington",,"M 1.5 - 13km S of Riverbend, Washington",0,earthquake, Washington
,,0.97,ml,"26km E of Castle Rock, Washington",,"M 1.0 - 26km E of Castle Rock, Washington",0,earthquake, Washington
,,0.66,md,"20km SSE of Mammoth Lakes, CA",,"M 0.7 - 20km SSE of Mammoth Lakes, CA",0,earthquake, CA
,,5.0,mb,"45km NNE of San Isidro, Philippines",,"M 5.0 - 45km NNE of San Isidro, Philippines",0,earthquake, Philippines
,,4.7,mb,"49km N of Santa Monica, Philippines",,"M 4.7 - 49km N of Santa Monica, Philippines",0,earthquake, Philippines
,,1.6,ml,"75km SSW of Kaktovik, Alaska",,"M 1.6 - 75km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.88,md,"5km NW of The Geysers, CA",,"M 0.9 - 5km NW of The Geysers, CA",0,earthquake, CA
,,0.29,ml,"9km NE of Aguanga, CA",,"M 0.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.1,ml,"36km WNW of Kalifornsky, Alaska",,"M 1.1 - 36km WNW of Kalifornsky, Alaska",0,earthquake, Alaska
,,1.1,ml,"6km NNE of Talkeetna, Alaska",,"M 1.1 - 6km NNE of Talkeetna, Alaska",0,earthquake, Alaska
,,0.48,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.5,ml,"44km SW of North Nenana, Alaska",,"M 0.5 - 44km SW of North Nenana, Alaska",0,earthquake, Alaska
,,1.5,ml,"77km SSW of Kaktovik, Alaska",,"M 1.5 - 77km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.34,ml,"9km NE of Aguanga, CA",,"M 0.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,2.1,ml,"103km SW of Homer, Alaska",,"M 2.1 - 103km SW of Homer, Alaska",0,earthquake, Alaska
,1.0,1.58,md,"17km S of Bridgeport, CA",,"M 1.6 - 17km S of Bridgeport, CA",0,earthquake, CA
,,1.4,ml,"8km S of Bridgeport, California",,"M 1.4 - 8km S of Bridgeport, California",0,earthquake, California
,,0.7,ml,"35km ESE of Hawthorne, Nevada",,"M 0.7 - 35km ESE of Hawthorne, Nevada",0,earthquake, Nevada
,,0.3,ml,"41km ENE of Adak, Alaska",,"M 0.3 - 41km ENE of Adak, Alaska",0,earthquake, Alaska
